,country,week,count
675,Uzbekistan,7,0
676,Venezuela,7,0
677,Vietnam,7,16
678,Zambia,7,0
679,Zimbabwe,7,0
680,Afghanistan,8,0
681,Albania,8,0
682,Algeria,8,0
683,Andorra,8,0
684,Angola,8,0
685,Antigua and Barbuda,8,0
686,Argentina,8,0
687,Armenia,8,0
688,Australia,8,15
689,Austria,8,0
690,Azerbaijan,8,0
691,Bahamas,8,0
692,Bahrain,8,0
693,Bangladesh,8,0
694,Barbados,8,0
695,Belarus,8,0
696,Belgium,8,1
697,Belize,8,0
698,Benin,8,0
699,Bhutan,8,0
700,Bolivia,8,0
701,Bosnia and Herzegovina,8,0
702,Brazil,8,0
703,Brunei,8,0
704,Bulgaria,8,0
705,Burkina Faso,8,0
706,Cabo Verde,8,0
707,Cambodia,8,1
708,Cameroon,8,0
709,Canada,8,9
710,Central African Republic,8,0
711,Chad,8,0
712,Chile,8,0
713,China,8,77022
714,Colombia,8,0
715,Congo (Brazzaville),8,0
716,Congo (Kinshasa),8,0
717,Costa Rica,8,0
718,Cote d'Ivoire,8,0
719,Croatia,8,0
720,Cuba,8,0
721,Cyprus,8,0
722,Czechia,8,0
723,Denmark,8,0
724,Diamond Princess,8,691
725,Djibouti,8,0
726,Dominica,8,0
727,Dominican Republic,8,0
728,Ecuador,8,0
729,Egypt,8,1
730,El Salvador,8,0
731,Equatorial Guinea,8,0
732,Eritrea,8,0
733,Estonia,8,0
734,Eswatini,8,0
735,Ethiopia,8,0
736,Fiji,8,0
737,Finland,8,1
738,France,8,12
739,Gabon,8,0
740,Gambia,8,0
741,Georgia,8,0
742,Germany,8,16
743,Ghana,8,0
744,Greece,8,0
745,Grenada,8,0
746,Guatemala,8,0
747,Guinea,8,0
748,Guyana,8,0
749,Haiti,8,0
750,Holy See,8,0
751,Honduras,8,0
752,Hungary,8,0
753,Iceland,8,0
754,India,8,3
755,Indonesia,8,0
756,Iran,8,43
757,Iraq,8,0
758,Ireland,8,0
759,Israel,8,1
760,Italy,8,155
761,Jamaica,8,0
762,Japan,8,147
763,Jordan,8,0
764,Kazakhstan,8,0
765,Kenya,8,0
766,"Korea, South",8,602
767,Kuwait,8,0
768,Kyrgyzstan,8,0
769,Laos,8,0
770,Latvia,8,0
771,Lebanon,8,1
772,Liberia,8,0
773,Libya,8,0
774,Liechtenstein,8,0
775,Lithuania,8,0
776,Luxembourg,8,0
777,Madagascar,8,0
778,Malaysia,8,22
779,Maldives,8,0
780,Malta,8,0
781,Mauritania,8,0
782,Mauritius,8,0
783,Mexico,8,0
784,Moldova,8,0
785,Monaco,8,0
786,Mongolia,8,0
787,Montenegro,8,0
788,Morocco,8,0
789,Mozambique,8,0
790,Namibia,8,0
791,Nepal,8,1
792,Netherlands,8,0
793,New Zealand,8,0
794,Nicaragua,8,0
795,Niger,8,0
796,Nigeria,8,0
797,North Macedonia,8,0
798,Norway,8,0
799,Oman,8,0
800,Pakistan,8,0
801,Panama,8,0
802,Papua New Guinea,8,0
803,Paraguay,8,0
804,Peru,8,0
805,Philippines,8,3
806,Poland,8,0
807,Portugal,8,0
808,Qatar,8,0
809,Romania,8,0
810,Russia,8,2
811,Rwanda,8,0
812,Saint Lucia,8,0
813,Saint Vincent and the Grenadines,8,0
814,San Marino,8,0
815,Saudi Arabia,8,0
816,Senegal,8,0
817,Serbia,8,0
818,Seychelles,8,0
819,Singapore,8,89
820,Slovakia,8,0
821,Slovenia,8,0
822,Somalia,8,0
823,South Africa,8,0
824,Spain,8,2
825,Sri Lanka,8,1
826,Sudan,8,0
827,Suriname,8,0
828,Sweden,8,1
829,Switzerland,8,0
830,Syria,8,0
831,Taiwan*,8,28
832,Tanzania,8,0
833,Thailand,8,35
834,Timor-Leste,8,0
835,Togo,8,0
836,Trinidad and Tobago,8,0
837,Tunisia,8,0
838,Turkey,8,0
839,US,8,15
840,Uganda,8,0
841,Ukraine,8,0
842,United Arab Emirates,8,13
843,United Kingdom,8,9
844,Uruguay,8,0
845,Uzbekistan,8,0
846,Venezuela,8,0
847,Vietnam,8,16
848,Zambia,8,0
849,Zimbabwe,8,0
850,Afghanistan,9,1
851,Albania,9,0
852,Algeria,9,1
853,Andorra,9,0
854,Angola,9,0
855,Antigua and Barbuda,9,0
856,Argentina,9,0
857,Armenia,9,1
858,Australia,9,27
859,Austria,9,14
860,Azerbaijan,9,3
861,Bahamas,9,0
862,Bahrain,9,47
863,Bangladesh,9,0
864,Barbados,9,0
865,Belarus,9,1
866,Belgium,9,2
867,Belize,9,0
868,Benin,9,0
869,Bhutan,9,0
870,Bolivia,9,0
871,Bosnia and Herzegovina,9,0
872,Brazil,9,2
873,Brunei,9,0
874,Bulgaria,9,0
875,Burkina Faso,9,0
876,Cabo Verde,9,0
877,Cambodia,9,1
878,Cameroon,9,0
879,Canada,9,24
880,Central African Republic,9,0
881,Chad,9,0
882,Chile,9,0
883,China,9,79932
884,Colombia,9,0
885,Congo (Brazzaville),9,0
886,Congo (Kinshasa),9,0
887,Costa Rica,9,0
888,Cote d'Ivoire,9,0
889,Croatia,9,7
890,Cuba,9,0
891,Cyprus,9,0
892,Czechia,9,3
893,Denmark,9,4
894,Diamond Princess,9,705
895,Djibouti,9,0
896,Dominica,9,0
897,Dominican Republic,9,1
898,Ecuador,9,6
899,Egypt,9,2
900,El Salvador,9,0
901,Equatorial Guinea,9,0
902,Eritrea,9,0
903,Estonia,9,1
904,Eswatini,9,0
905,Ethiopia,9,0
906,Fiji,9,0
907,Finland,9,6
908,France,9,130
909,Gabon,9,0
910,Gambia,9,0
911,Georgia,9,3
912,Germany,9,130
913,Ghana,9,0
914,Greece,9,7
915,Grenada,9,0
916,Guatemala,9,0
917,Guinea,9,0
918,Guyana,9,0
919,Haiti,9,0
920,Holy See,9,0
921,Honduras,9,0
922,Hungary,9,0
923,Iceland,9,3
924,India,9,3
925,Indonesia,9,0
926,Iran,9,978
927,Iraq,9,19
928,Ireland,9,1
929,Israel,9,10
930,Italy,9,1694
931,Jamaica,9,0
932,Japan,9,256
933,Jordan,9,0
934,Kazakhstan,9,0
935,Kenya,9,0
936,"Korea, South",9,3736
937,Kuwait,9,45
938,Kyrgyzstan,9,0
939,Laos,9,0
940,Latvia,9,0
941,Lebanon,9,10
942,Liberia,9,0
943,Libya,9,0
944,Liechtenstein,9,0
945,Lithuania,9,1
946,Luxembourg,9,1
947,Madagascar,9,0
948,Malaysia,9,29
949,Maldives,9,0
950,Malta,9,0
951,Mauritania,9,0
952,Mauritius,9,0
953,Mexico,9,5
954,Moldova,9,0
955,Monaco,9,1
956,Mongolia,9,0
957,Montenegro,9,0
958,Morocco,9,0
959,Mozambique,9,0
960,Namibia,9,0
961,Nepal,9,1
962,Netherlands,9,10
963,New Zealand,9,1
964,Nicaragua,9,0
965,Niger,9,0
966,Nigeria,9,1
967,North Macedonia,9,1
968,Norway,9,19
969,Oman,9,6
970,Pakistan,9,4
971,Panama,9,0
972,Papua New Guinea,9,0
973,Paraguay,9,0
974,Peru,9,0
975,Philippines,9,3
976,Poland,9,0
977,Portugal,9,0
978,Qatar,9,3
979,Romania,9,3
980,Russia,9,2
981,Rwanda,9,0
982,Saint Lucia,9,0
983,Saint Vincent and the Grenadines,9,0
984,San Marino,9,1
985,Saudi Arabia,9,0
986,Senegal,9,0
987,Serbia,9,0
988,Seychelles,9,0
989,Singapore,9,106
990,Slovakia,9,0
991,Slovenia,9,0
992,Somalia,9,0
993,South Africa,9,0
994,Spain,9,84
995,Sri Lanka,9,1
996,Sudan,9,0
997,Suriname,9,0
998,Sweden,9,14
999,Switzerland,9,27
1000,Syria,9,0
1001,Taiwan*,9,40
1002,Tanzania,9,0
1003,Thailand,9,42
1004,Timor-Leste,9,0
1005,Togo,9,0
1006,Trinidad and Tobago,9,0
1007,Tunisia,9,0
1008,Turkey,9,0
1009,US,9,74
1010,Uganda,9,0
1011,Ukraine,9,0
1012,United Arab Emirates,9,21
1013,United Kingdom,9,36
1014,Uruguay,9,0
1015,Uzbekistan,9,0
1016,Venezuela,9,0
1017,Vietnam,9,16
1018,Zambia,9,0
1019,Zimbabwe,9,0
1020,Afghanistan,10,4
1021,Albania,10,0
1022,Algeria,10,19
1023,Andorra,10,1
1024,Angola,10,0
1025,Antigua and Barbuda,10,0
1026,Argentina,10,12
1027,Armenia,10,1
1028,Australia,10,76
1029,Austria,10,104
1030,Azerbaijan,10,9
1031,Bahamas,10,0
1032,Bahrain,10,85
1033,Bangladesh,10,3
1034,Barbados,10,0
1035,Belarus,10,6
1036,Belgium,10,200
1037,Belize,10,0
1038,Benin,10,0
1039,Bhutan,10,1
1040,Bolivia,10,0
1041,Bosnia and Herzegovina,10,3
1042,Brazil,10,20
1043,Brunei,10,0
1044,Bulgaria,10,4
1045,Burkina Faso,10,0
1046,Cabo Verde,10,0
1047,Cambodia,10,2
1048,Cameroon,10,2
1049,Canada,10,64
1050,Central African Republic,10,0
1051,Chad,10,0
1052,Chile,10,8
1053,China,10,80823
1054,Colombia,10,1
1055,Congo (Brazzaville),10,0
1056,Congo (Kinshasa),10,0
1057,Costa Rica,10,5
1058,Cote d'Ivoire,10,0
1059,Croatia,10,12
1060,Cuba,10,0
1061,Cyprus,10,0
1062,Czechia,10,31
1063,Denmark,10,37
1064,Diamond Princess,10,706
1065,Djibouti,10,0
1066,Dominica,10,0
1067,Dominican Republic,10,5
1068,Ecuador,10,14
1069,Egypt,10,49
1070,El Salvador,10,0
1071,Equatorial Guinea,10,0
1072,Eritrea,10,0
1073,Estonia,10,10
1074,Eswatini,10,0
1075,Ethiopia,10,0
1076,Fiji,10,0
1077,Finland,10,23
1078,France,10,1136
1079,Gabon,10,0
1080,Gambia,10,0
1081,Georgia,10,13
1082,Germany,10,1040
1083,Ghana,10,0
1084,Greece,10,73
1085,Grenada,10,0
1086,Guatemala,10,0
1087,Guinea,10,0
1088,Guyana,10,0
1089,Haiti,10,0
1090,Holy See,10,1
1091,Honduras,10,0
1092,Hungary,10,7
1093,Iceland,10,50
1094,India,10,39
1095,Indonesia,10,6
1096,Iran,10,6566
1097,Iraq,10,60
1098,Ireland,10,19
1099,Israel,10,61
1100,Italy,10,7375
1101,Jamaica,10,0
1102,Japan,10,502
1103,Jordan,10,1
1104,Kazakhstan,10,0
1105,Kenya,10,0
1106,"Korea, South",10,7314
1107,Kuwait,10,64
1108,Kyrgyzstan,10,0
1109,Laos,10,0
1110,Latvia,10,2
1111,Lebanon,10,32
1112,Liberia,10,0
1113,Libya,10,0
1114,Liechtenstein,10,1
1115,Lithuania,10,1
1116,Luxembourg,10,3
1117,Madagascar,10,0
1118,Malaysia,10,99
1119,Maldives,10,4
1120,Malta,10,3
1121,Mauritania,10,0
1122,Mauritius,10,0
1123,Mexico,10,7
1124,Moldova,10,1
1125,Monaco,10,1
1126,Mongolia,10,0
1127,Montenegro,10,0
1128,Morocco,10,2
1129,Mozambique,10,0
1130,Namibia,10,0
1131,Nepal,10,1
1132,Netherlands,10,265
1133,New Zealand,10,5
1134,Nicaragua,10,0
1135,Niger,10,0
1136,Nigeria,10,1
1137,North Macedonia,10,3
1138,Norway,10,176
1139,Oman,10,16
1140,Pakistan,10,6
1141,Panama,10,0
1142,Papua New Guinea,10,0
1143,Paraguay,10,1
1144,Peru,10,6
1145,Philippines,10,10
1146,Poland,10,11
1147,Portugal,10,30
1148,Qatar,10,15
1149,Romania,10,15
1150,Russia,10,17
1151,Rwanda,10,0
1152,Saint Lucia,10,0
1153,Saint Vincent and the Grenadines,10,0
1154,San Marino,10,36
1155,Saudi Arabia,10,11
1156,Senegal,10,4
1157,Serbia,10,1
1158,Seychelles,10,0
1159,Singapore,10,150
1160,Slovakia,10,3
1161,Slovenia,10,16
1162,Somalia,10,0
1163,South Africa,10,3
1164,Spain,10,673
1165,Sri Lanka,10,1
1166,Sudan,10,0
1167,Suriname,10,0
1168,Sweden,10,203
1169,Switzerland,10,337
1170,Syria,10,0
1171,Taiwan*,10,45
1172,Tanzania,10,0
1173,Thailand,10,50
